comp1,comp2,response
7.538769,-17.238361,-4.0300002
-32.41665,24.178474,-4.4899998
-23.740568,-1.0898547,-5.619999900000002
8.63909,10.132167,-4.5900002
8.17076,9.923953,-4.619999900000002
7.666455,9.149442,-4.6500001
3.0461082,1.8419002,-4.8499999
-9.189008,-0.7041778,-4.1700001
21.842815,27.722929,-7.23
-20.518608,1.5660995,-6.4699998
-4.6538234,43.405685,-6.0999999
38.169857,6.0734477,-6.2600002
-1.8173658,-1.6690841,-5.23
28.781288,24.520891,-4.630000099999998
-25.179995,-7.136799,-4.880000099999998
-8.965461,18.735626,-4.8099999
-7.7600427,19.50081,-4.52
-32.06439,-8.320488,-4.3400002
15.758427,-9.105711,-4.9586072
16.59885,-4.098248,-5.6989698
12.245519,10.942367,-4.961279900000001
-0.71631426,-34.252552,-4.5528421
-2.3808079,-36.014435,-4.7447276
-2.9271739,-35.094563,-4.5686364
-16.877254,11.49521,-4.8399267
-4.3539166,8.609279,-3.9546771
-15.857937,14.321984,-4.9846401
-33.592857,-2.8569863,-5.5642352
38.169857,6.0734477,-5.8616972
-31.781378,-14.286793,-5.9899998
-8.739001,13.649134,-4.7016673
-10.018204,-28.252829,-5.8899999
7.631687,3.5528927,-4.52
20.86724,28.952349,-5.579999900000002
-12.62438,26.15075,-4.27
7.6957192,5.961188,-4.4699998
-32.030712,-11.7800455,-4.9899998
7.450959,3.8622415,-4.48
6.5106063,-9.329197,-4.7538648
-4.3539166,8.609279,-4.9499998
-12.741221,27.331408,-4.6599998
-33.428856,9.680104,-6.619894
-3.3091033,14.930112,-4.724059099999999
-20.115665,21.758345,-4.9684534000000005
21.652046,-0.57435435,-5.2600002
-26.90099,20.320122,-4.3899999
17.96346,-4.2639494,-6.0
-19.425571,7.0604396,-5.9411516
-20.653812,18.432817,-5.2142239
-24.431892,17.218441,-4.6597776
-22.123983,18.894518,-4.4610906
16.381952,-11.190956,-7.0312262
11.363031,27.589193,-4.3887606
-4.278901,50.244507,-5.9186072
-0.46237186,41.17002,-6.5900002
-6.7734723,17.887281,-4.1608586
19.98608,28.46812,-6.2299852
21.192652,26.54987,-5.9796510000000005
-21.256323,-17.397207,-5.8998151
28.763355,-2.53277,-5.764868700000001
-18.318283,0.4625907,-7.0478787
-18.570663,-0.2737703,-6.6994848
-14.58423,-16.35149,-4.4308991
-14.286565,-15.520126,-4.8219547
-13.85163,-20.12155,-4.3099999
-14.162906,-15.385525,-4.769775900000001
-12.624335,-16.440231,-5.619894
28.289345,11.5365715,-5.1382737
0.76997596,-21.96853,-4.331273599999999
24.74707,-8.850037,-5.8969545
-24.454973,-18.36987,-5.2006745
-21.172264,17.05411,-5.1324477
-23.264685,18.648787,-5.629466099999999
41.893047,8.133633,-5.4504986
43.409264,10.087098,-5.79
41.14344,7.2409,-6.2987847000000015
-27.373749,-5.446504,-5.4299998
16.671219,-23.572313,-4.9099998
18.39257,-23.50668,-5.1224694
32.095005,3.735808,-4.9309068
-37.284477,16.463076,-4.180557299999999
-36.651028,14.986924,-4.1089525
-33.002342,18.470467,-3.9978395
-37.531586,14.393299,-3.8897052
-6.615702,11.60875,-4.662271
-18.187975,9.120445,-4.6010299
15.884734,-24.058998,-5.5514212
-24.845129,27.670988,-4.0
-32.27129,-13.721337,-5.6708102
-25.58762,-15.074775,-5.6697760000000015
-2.3182108,-17.929066,-5.9819288
-37.01772,3.2275403,-4.5
10.397478,-19.071207,-4.6994848
31.951698,0.19310614,-5.1011863
32.280632,1.8787719,-5.3289509000000015
33.352142,2.88217,-5.6994848
33.9683,5.8570657,-5.5693183
32.540123,4.9211297,-5.7979398
33.69987,3.6641772,-5.9593034000000005
18.592236,30.207687,-4.79
17.71217,30.141638,-4.6999998
17.815985,31.014374,-4.5380535
17.426294,29.39617,-4.7199998
1.049061,15.632232,-5.1684265
-23.594486,-20.920376,-7.5214391
-23.219425,7.7070913,-4.8000002
25.791605,26.657835,-6.5883503
2.1955807,11.017674,-4.8815303
2.0026202,16.157154,-4.8187928
3.759644,18.639723,-4.9387093
5.1810594,17.742794,-4.5717444
4.817445,17.064926,-4.5816798
-21.566422,-17.471071,-6.8313413
-9.4047785,39.222004,-6.5093193
21.492336,3.8396223,-4.3886080000000005
21.795841,4.2992086,-4.7979398
-7.1372914,-25.526936,-5.158072
-4.9478574,-0.4411011,-5.489058
-5.788058,-27.711,-5.3400002
8.456367,2.919354,-4.8783755
23.548468,-15.477918,-5.0
25.30798,-16.474373,-5.8005152
23.829697,-14.456119,-4.9099998
24.377203,-14.699704,-5.29
26.63196,-16.053474,-5.1599998
-8.191909,3.3016236,-4.5418172
-32.359867,12.2786255,-4.8885303
6.7259436,-20.8503,-6.3989701
-38.404495,11.092218,-4.5693183
-6.677075,24.139072,-4.6799998
-31.383066,13.314446,-4.8102908
-26.006035,-19.836327,-5.6999998
-3.589433,43.363445,-6.820000200000001
-33.550297,8.439086,-5.3899999
-29.732624,15.918324,-4.2600002
-12.211326,-14.382176,-6.2399998
36.16068,4.971175,-5.0300002
47.337467,6.1596403,-5.29
6.444938,-18.12081,-5.5
-18.828615,22.473879,-4.1799998
-25.10265,-17.472572,-5.5599999
-27.37055,-18.52062,-6.4899998
44.54769,0.66701514,-7.29
-0.44456005,41.12918,-6.0999999
-4.977517,-30.545567,-4.71
4.3434258,-0.71059763,-5.27
2.3528392,-6.3144345,-5.4699998
2.5920408,-6.5575643,-5.6999998
21.617022,-6.073178,-6.0999999
27.084541,-12.384411,-5.52
28.539778,-11.890441,-5.3600001
28.014149,-10.014331,-5.3200002
-14.524689,5.072835,-4.5
41.67809,3.783709,-5.9699998
11.290647,-17.947958,-4.48
-28.976015,26.202417,-4.6799998
-12.023391,38.95191,-4.9499998
36.9057,7.8187885,-5.079999900000002
54.8213,7.4176774,-5.3000002
-17.747993,20.72219,-4.8400002
